Timestamp,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,power,temp_diff,wear_rate,torque_per_wear,strain_index,power_per_temp,hdf_risk_flag,pwf_risk_flag,osf_risk_flag,twf_risk_flag,rpm_outlier_flag,torque_outlier_flag,thermal_torque_stress,rotational_load_on_worn_tool,power_absorbed_by_wear,thermal_stress_on_worn_tool,speed_heat_imbalance,is_low_quality,is_high_quality,rpm_zscore,torque_zscore,power_zscore,wear_zscore,temp_diff_zscore,high_wear_flag,high_torque_flag,low_rpm_flag,high_temp_flag,power_anomaly_flag,torque_squared,wear_squared,power_squared,temp_diff_squared,sqrt_power,sqrt_wear,log_power,log_strain,distance_to_twf,distance_to_hdf_temp,distance_to_hdf_rpm,distance_to_pwf_lower,distance_to_pwf_upper,distance_to_osf,risk_score,Cycle_ID,tool_cycle,Air temperature [K]_global_mean_5,Air temperature [K]_global_std_5,Process temperature [K]_global_mean_5,Process temperature [K]_global_std_5,Rotational speed [rpm]_global_mean_5,Rotational speed [rpm]_global_std_5,Torque [Nm]_global_mean_5,Torque [Nm]_global_std_5,power_global_mean_5,power_global_std_5,temp_diff_global_mean_5,temp_diff_global_std_5,Air temperature [K]_global_mean_15,Air temperature [K]_global_std_15,Process temperature [K]_global_mean_15,Process temperature [K]_global_std_15,Rotational speed [rpm]_global_mean_15,Rotational speed [rpm]_global_std_15,Torque [Nm]_global_mean_15,Torque [Nm]_global_std_15,power_global_mean_15,power_global_std_15,temp_diff_global_mean_15,temp_diff_global_std_15,Air temperature [K]_tool_mean_5,Air temperature [K]_tool_std_5,Air temperature [K]_tool_dev_5,Process temperature [K]_tool_mean_5,Process temperature [K]_tool_std_5,Process temperature [K]_tool_dev_5,Rotational speed [rpm]_tool_mean_5,Rotational speed [rpm]_tool_std_5,Rotational speed [rpm]_tool_dev_5,Torque [Nm]_tool_mean_5,Torque [Nm]_tool_std_5,Torque [Nm]_tool_dev_5,power_tool_mean_5,power_tool_std_5,power_tool_dev_5,temp_diff_tool_mean_5,temp_diff_tool_std_5,temp_diff_tool_dev_5,Air temperature [K]_tool_mean_15,Air temperature [K]_tool_std_15,Air temperature [K]_tool_dev_15,Process temperature [K]_tool_mean_15,Process temperature [K]_tool_std_15,Process temperature [K]_tool_dev_15,Rotational speed [rpm]_tool_mean_15,Rotational speed [rpm]_tool_std_15,Rotational speed [rpm]_tool_dev_15,Torque [Nm]_tool_mean_15,Torque [Nm]_tool_std_15,Torque [Nm]_tool_dev_15,power_tool_mean_15,power_tool_std_15,power_tool_dev_15,temp_diff_tool_mean_15,temp_diff_tool_std_15,temp_diff_tool_dev_15,Torque [Nm]_lag_1,Rotational speed [rpm]_lag_1,power_lag_1,Torque [Nm]_lag_2,Rotational speed [rpm]_lag_2,power_lag_2
2026-01-01 00:00:00,1,298.1,308.6,1551,42.8,0,0,0,0,0,0,0,66382.8,10.5,0.0,42.8,0.0,215.1095,0,0,0,0,0,0,13208.08,0.0,0.0,0.0,16285.5,0,0,0.0682,0.2822,0.6294,-1.6959,0.4988,0,0,0,0,0,1831.84,0,4406676135.84,110.25,257.6486,0.0,11.1032,0.0,200,1.9,171,26382.8,13617.2,12000.0,0,0,0,298.1,0.0,308.6,0.0,1551.0,0.0,42.8,0.0,66382.8,0.0,10.5,0.0,298.1,0.0,308.6,0.0,1551.0,0.0,42.8,0.0,66382.8,0.0,10.5,0.0,298.1,0.0,0.0,308.6,0.0,0.0,1551.0,0.0,0.0,42.8,0.0,0.0,66382.8,0.0,0.0,10.5,0.0,0.0,298.1,0.0,0.0,308.6,0.0,0.0,1551.0,0.0,0.0,42.8,0.0,0.0,66382.8,0.0,0.0,10.5,0.0,0.0,42.8,1551.0,66382.8,42.8,1551.0,66382.8
2026-01-01 00:01:00,0,298.2,308.7,1408,46.3,3,0,0,0,0,0,0,65190.4,10.5,0.0021,11.575,138.9,211.1772,0,0,0,0,0,0,14292.81,195571.2,195571.2,31.5,14784.0,1,0,-0.7294,0.6333,0.5124,-1.6488,0.4988,0,0,0,0,0,2143.69,9,4249788252.16,110.25,255.3241,1.7321,11.0851,4.9409,197,1.9,28,25190.4,14809.6,10861.1,0,1,0,298.15,0.07071067811865074,308.65,0.07071067811865074,1479.5,101.1162697096763,44.55,2.4748737341529163,65786.6,843.1541258868428,10.5,0.0,298.15,0.07071067811865074,308.65,0.07071067811865074,1479.5,101.1162697096763,44.55,2.4748737341529163,65786.6,843.1541258868428,10.5,0.0,298.15,0.07071067811865074,0.05000000000001137,308.65,0.07071067811865074,0.05000000000001137,1479.5,101.1162697096763,-71.5,44.55,2.4748737341529163,1.75,65786.6,843.1541258868428,-596.2000000000044,10.5,0.0,0.0,298.15,0.07071067811865074,0.05000000000001137,308.65,0.07071067811865074,0.05000000000001137,1479.5,101.1162697096763,-71.5,44.55,2.4748737341529163,1.75,65786.6,843.1541258868428,-596.2000000000044,10.5,0.0,0.0,42.8,1551.0,66382.8,42.8,1551.0,66382.8
2026-01-01 00:02:00,0,298.1,308.5,1498,49.4,5,0,0,0,0,0,0,74001.2,10.4,0.0033,8.2333,247.0,239.8742,0,0,0,0,0,0,15239.9,370006.0,370006.0,52.0,15579.2,1,0,-0.2274,0.9442,1.3768,-1.6173,0.3989,0,0,0,0,0,2440.36,25,5476177601.44,108.16,272.0316,2.2361,11.2119,5.5134,195,1.8,118,34001.2,5998.8,10753.0,0,2,0,298.1333333333334,0.05773502691894699,308.59999999999997,0.0999999999999801,1485.6666666666667,72.29338374521788,46.166666666666664,3.302019584032375,68524.8,4780.028468534466,10.466666666666667,0.05773502691896237,298.1333333333334,0.05773502691894699,308.59999999999997,0.0999999999999801,1485.6666666666667,72.29338374521788,46.166666666666664,3.302019584032375,68524.8,4780.028468534466,10.466666666666667,0.05773502691896237,298.1333333333334,0.05773502691894699,-0.03333333333335986,308.59999999999997,0.0999999999999801,-0.0999999999999659,1485.6666666666667,72.29338374521788,12.333333333333258,46.166666666666664,3.302019584032375,3.2333333333333343,68524.8,4780.028468534466,5476.399999999994,10.466666666666667,0.05773502691896237,-0.06666666666666643,298.1333333333334,0.05773502691894699,-0.03333333333335986,308.59999999999997,0.0999999999999801,-0.0999999999999659,1485.6666666666667,72.29338374521788,12.333333333333258,46.166666666666664,3.302019584032375,3.2333333333333343,68524.8,4780.028468534466,5476.399999999994,10.466666666666667,0.05773502691896237,-0.06666666666666643,46.3,1408.0,65190.4,42.8,1551.0,66382.8
2026-01-01 00:03:00,0,298.2,308.6,1433,39.5,7,0,0,0,0,0,0,56603.5,10.4,0.0049,4.9375,276.5,183.4203,0,0,0,0,0,0,12189.7,396224.5,396224.5,72.8,14903.2,1,0,-0.59,-0.0488,-0.33,-1.5859,0.3989,0,0,0,0,0,1560.25,49,3203956212.25,108.16,237.9149,2.6458,10.9438,5.6258,193,1.8,53,16603.5,23396.5,10723.5,0,3,0,298.15,0.057735026918953825,308.6,0.08164965809275636,1472.5,64.63487190879755,44.5,4.287190222045203,65544.475,7124.731330314616,10.45,0.0577350269189622,298.15,0.057735026918953825,308.6,0.08164965809275636,1472.5,64.63487190879755,44.5,4.287190222045203,65544.475,7124.731330314616,10.45,0.0577350269189622,298.15,0.057735026918953825,0.05000000000001137,308.6,0.08164965809275636,0.0,1472.5,64.63487190879755,-39.5,44.5,4.287190222045203,-5.0,65544.475,7124.731330314616,-8940.975000000006,10.45,0.0577350269189622,-0.049999999999998934,298.15,0.057735026918953825,0.05000000000001137,308.6,0.08164965809275636,0.0,1472.5,64.63487190879755,-39.5,44.5,4.287190222045203,-5.0,65544.475,7124.731330314616,-8940.975000000006,10.45,0.0577350269189622,-0.049999999999998934,49.4,1498.0,74001.2,46.3,1408.0,65190.4
2026-01-01 00:04:00,0,298.2,308.7,1408,40.0,9,0,0,0,0,0,0,56320.0,10.5,0.0064,4.0,360.0,182.4425,0,0,0,0,0,0,12348.0,506880.0,506880.0,94.5,14784.0,1,0,-0.7294,0.0013,-0.3578,-1.5545,0.4988,0,0,0,0,0,1600.0,81,3171942400.0,110.25,237.3184,3.0,10.9388,5.8889,191,1.9,28,16320.0,23680.0,10640.0,0,4,0,298.15999999999997,0.05477225575051307,308.62,0.0836660026534045,1459.6,62.970628073729735,43.6,4.223150482755735,63699.58,7422.232494472267,10.459999999999999,0.05477225575051649,298.15999999999997,0.05477225575051307,308.62,0.0836660026534045,1459.6,62.970628073729735,43.6,4.223150482755735,63699.58,7422.232494472267,10.459999999999999,0.05477225575051649,298.15999999999997,0.05477225575051307,0.040000000000020464,308.62,0.0836660026534045,0.07999999999998408,1459.6,62.970628073729735,-51.59999999999991,43.6,4.223150482755735,-3.6000000000000014,63699.58,7422.232494472267,-7379.580000000002,10.459999999999999,0.05477225575051649,0.040000000000000924,298.15999999999997,0.05477225575051307,0.040000000000020464,308.62,0.0836660026534045,0.07999999999998408,1459.6,62.970628073729735,-51.59999999999991,43.6,4.223150482755735,-3.6000000000000014,63699.58,7422.232494472267,-7379.580000000002,10.459999999999999,0.05477225575051649,0.040000000000000924,39.5,1433.0,56603.5,49.4,1498.0,74001.2
2026-01-01 00:05:00,1,298.1,308.6,1425,41.9,11,0,0,0,0,0,0,59707.5,10.5,0.0077,3.4917,460.9,193.4786,0,0,0,0,0,0,12930.34,656782.5,656782.5,115.5,14962.5,0,0,-0.6346,0.1919,-0.0255,-1.5231,0.4988,0,0,0,0,0,1755.61,121,3564985556.25,110.25,244.3512,3.3166,10.9972,6.1353,189,1.9,45,19707.5,20292.5,11539.1,0,5,0,298.15999999999997,0.05477225575051307,308.62,0.0836660026534045,1434.4,37.17929531338641,43.419999999999995,4.284506972803289,62364.52,7419.286487729128,10.459999999999999,0.05477225575051649,298.15000000000003,0.05477225575050381,308.6166666666667,0.07527726527090181,1453.8333333333333,58.06691542235273,43.31666666666666,3.8405294773854646,63034.23333333334,6835.769545754646,10.466666666666667,0.05163977794943231,298.15999999999997,0.05477225575051307,-0.05999999999994543,308.62,0.0836660026534045,-0.01999999999998181,1434.4,37.17929531338641,-9.400000000000091,43.419999999999995,4.284506972803289,-1.519999999999996,62364.52,7419.286487729128,-2657.019999999997,10.459999999999999,0.05477225575051649,0.040000000000000924,298.15000000000003,0.05477225575050381,-0.05000000000001137,308.6166666666667,0.07527726527090181,-0.01666666666665151,1453.8333333333333,58.06691542235273,-28.833333333333258,43.31666666666666,3.8405294773854646,-1.4166666666666643,63034.23333333334,6835.769545754646,-3326.733333333337,10.466666666666667,0.05163977794943231,0.033333333333333215,40.0,1408.0,56320.0,39.5,1433.0,56603.5
2026-01-01 00:06:00,0,298.1,308.6,1558,42.4,14,0,0,0,0,0,0,66059.2,10.5,0.009,2.8267,593.6,214.0609,0,0,0,0,0,0,13084.64,924828.8,924828.8,147.0,16359.0,1,0,0.1072,0.2421,0.5977,-1.476,0.4988,0,0,0,0,0,1797.76,196,4363817904.64,110.25,257.0198,3.7417,11.0983,6.3879,186,1.9,178,26059.2,13940.8,10406.4,0,6,0,298.14,0.05477225575050139,308.6,0.07071067811863264,1464.4,62.46839200747842,42.64,3.9727824002832084,62538.27999999999,7511.613471618465,10.459999999999999,0.05477225575051649,298.14285714285717,0.05345224838246661,308.61428571428576,0.0690065559342277,1468.7142857142858,66.02957490325653,43.18571428571429,3.5229857466967665,63466.37142857142,6344.051628813217,10.471428571428572,0.04879500364742691,298.14,0.05477225575050139,-0.03999999999996362,308.6,0.07071067811863264,0.0,1464.4,62.46839200747842,93.59999999999991,42.64,3.9727824002832084,-0.240000000000002,62538.27999999999,7511.613471618465,3520.9200000000055,10.459999999999999,0.05477225575051649,0.040000000000000924,298.14285714285717,0.05345224838246661,-0.04285714285714448,308.61428571428576,0.0690065559342277,-0.014285714285733775,1468.7142857142858,66.02957490325653,89.28571428571422,43.18571428571429,3.5229857466967665,-0.7857142857142918,63466.37142857142,6344.051628813217,2592.828571428574,10.471428571428572,0.04879500364742691,0.02857142857142847,41.9,1425.0,59707.5,40.0,1408.0,56320.0
2026-01-01 00:07:00,0,298.1,308.6,1527,40.2,16,0,0,0,0,0,0,61385.4,10.5,0.0105,2.3647,643.2,198.9157,0,0,0,0,0,0,12405.72,982166.4,982166.4,168.0,16033.5,1,0,-0.0657,0.0214,0.1391,-1.4445,0.4988,0,0,0,0,0,1616.04,256,3768167333.16,110.25,247.7608,4.0,11.0249,6.468,184,1.9,147,21385.4,18614.6,10356.8,0,7,0,298.14,0.05477225575050139,308.62,0.04472135955000755,1470.2,67.51073988633212,40.8,1.2708265027138925,60015.119999999995,3993.6281508172533,10.48,0.04472135954999654,298.1375,0.05175491695065552,308.6125,0.06408699444615774,1476.0,64.51135005341534,42.8125,3.42821798773482,63206.25,5919.351837586854,10.475,0.046291004988627954,298.14,0.05477225575050139,-0.03999999999996362,308.62,0.04472135955000755,-0.01999999999998181,1470.2,67.51073988633212,56.799999999999955,40.8,1.2708265027138925,-0.5999999999999943,60015.119999999995,3993.6281508172533,1370.280000000006,10.48,0.04472135954999654,0.019999999999999574,298.1375,0.05175491695065552,-0.037499999999965894,308.6125,0.06408699444615774,-0.012499999999988631,1476.0,64.51135005341534,51.0,42.8125,3.42821798773482,-2.612499999999997,63206.25,5919.351837586854,-1820.8499999999985,10.475,0.046291004988627954,0.025000000000000355,42.4,1558.0,66059.2,41.9,1425.0,59707.5
2026-01-01 00:08:00,1,298.3,308.7,1667,28.6,18,0,0,0,0,0,0,47676.2,10.4,0.0108,1.5053,514.8,154.4419,0,0,0,0,0,0,8828.82,858171.6,858171.6,187.2,17336.8,0,0,0.7152,-1.1422,-1.2058,-1.4131,0.3989,0,0,0,0,0,817.96,324,2273020046.44,108.16,218.3488,4.2426,10.7722,6.2457,182,1.8,287,7676.2,32323.8,11485.2,0,8,0,298.15999999999997,0.08944271909998187,308.64,0.05477225575056409,1517.0,105.62433431742892,38.62,5.697543330243311,58229.659999999996,6864.159123884007,10.48,0.04472135954999574,298.15555555555557,0.07264831572566778,308.6222222222222,0.06666666666665884,1497.2222222222222,87.720832442724,41.233333333333334,5.720795399243013,61480.688888888886,7580.0353388761405,10.466666666666667,0.04999999999999991,298.15999999999997,0.08944271909998187,0.1400000000000432,308.64,0.05477225575056409,0.060000000000002274,1517.0,105.62433431742892,150.0,38.62,5.697543330243311,-10.019999999999996,58229.659999999996,6864.159123884007,-10553.46,10.48,0.04472135954999574,-0.08000000000000007,298.15555555555557,0.07264831572566778,0.1444444444444457,308.6222222222222,0.06666666666665884,0.07777777777778283,1497.2222222222222,87.720832442724,169.77777777777783,41.233333333333334,5.720795399243013,-12.633333333333333,61480.688888888886,7580.0353388761405,-13804.488888888889,10.466666666666667,0.04999999999999991,-0.06666666666666643,40.2,1527.0,61385.4,42.4,1558.0,66059.2
2026-01-01 00:09:00,1,298.5,309.0,1741,28.0,21,0,0,0,0,0,0,48748.0,10.5,0.0121,1.2727,588.0,157.7605,0,0,0,0,0,0,8652.0,1023708.0,1023708.0,220.5,18280.5,0,0,1.128,-1.2024,-1.1007,-1.366,0.4988,0,0,0,0,0,784.0,441,2376367504.0,110.25,220.7895,4.5826,10.7944,6.3784,179,1.9,361,8748.0,31252.0,11412.0,0,9,0,298.22,0.1788854381999675,308.7,0.1732050807569382,1583.6,123.23067799862174,36.22,7.278873539222953,56715.259999999995,8112.563715497097,10.48,0.04472135954999574,298.19,0.1286683937707858,308.65999999999997,0.1349897115421144,1521.6,113.06065235576496,39.910000000000004,6.826655273427996,60207.42,8202.741517430486,10.47,0.048304589153964815,298.22,0.1788854381999675,0.2799999999999727,308.7,0.1732050807569382,0.30000000000001137,1583.6,123.23067799862174,157.4000000000001,36.22,7.278873539222953,-8.219999999999999,56715.259999999995,8112.563715497097,-7967.259999999995,10.48,0.04472135954999574,0.019999999999999574,298.19,0.1286683937707858,0.3100000000000023,308.65999999999997,0.1349897115421144,0.34000000000003183,1521.6,113.06065235576496,219.4000000000001,39.910000000000004,6.826655273427996,-11.910000000000004,60207.42,8202.741517430486,-11459.419999999998,10.47,0.048304589153964815,0.02999999999999936,28.6,1667.0,47676.2,40.2,1527.0,61385.4
